sampleId	accession	fq
CGG_2_18521	CGG_2_18521-lib-099	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_003_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-100	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_003_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-101	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_004_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-102	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_004_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-103	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_005_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-104	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_005_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-105	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_006_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-106	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_006_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-107	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_007_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-108	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_007_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-109	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_008_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-110	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_008_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-111	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_009_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-112	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_009_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-113	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_010_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-114	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_010_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-115	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_011_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-116	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_011_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-117	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_012_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-118	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_012_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-119	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_013_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-120	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_013_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-121	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_014_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-122	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_014_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-123	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_015_20170130_hiseq6a.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-124	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7LRT_CGG2_018521E1_L1_S1D_CGACCT-CGCTTG_L002_R1_015_20170202_hiseq6b.trim.fq.gz
CGG_2_18521	CGG_2_18521-lib-125	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_PELT_CGG2_018521E1_L1.fq.gz
CGG_2_18521	CGG_2_18521-lib-126	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_YVCV_CGG2_018521E1_L1.fq.gz
CGG_2_18522	CGG_2_18522-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1A_ACAGTG-TAGCGA_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1B_GGCTAC-TAGCGA_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1B_GGCTAC-TAGCGA_L004_R1_002.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-004	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1C_CATCGT-TAGCGA_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-005	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1D_TTGAAC-TAGCGA_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-006	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1E_CAGATC-TCTAGC_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-007	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1F_CTTGTA-TCTAGC_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-008	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1G_TGATCG-TCTAGC_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-009	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1H_GCAACG-TCTAGC_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-010	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-011	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_002.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-012	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_003.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-013	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_004.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-014	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_005.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-015	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_006.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-016	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_007.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-017	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_008.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-018	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_009.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-019	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_010.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-020	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_011.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-021	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_012.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-022	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L004_R1_013.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-023	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1J_CGATGT-CGCTTG_L004_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-024	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1J_CGATGT-CGCTTG_L004_R1_002.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-025	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1J_CGATGT-CGCTTG_L004_R1_003.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-026	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_FY3S_CGG2_018522_C2_S1J_CGATGT-CGCTTG_L004_R1_004.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-027	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1A_ACAGTG-TAGCGA_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-028	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1B_GGCTAC-TAGCGA_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-029	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1C_CATCGT-TAGCGA_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-030	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1D_TTGAAC-TAGCGA_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-031	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1E_CAGATC-TCTAGC_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-032	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1F_CTTGTA-TCTAGC_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-033	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1G_TGATCG-TCTAGC_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-034	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1H_GCAACG-TCTAGC_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-035	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-036	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L005_R1_002.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-037	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1I_ATCACG-TCTAGC_L005_R1_003.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-038	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018522_C2_S1J_CGATGT-CGCTTG_L005_R1_001.trim.fq.gz
CGG_2_18522	CGG_2_18522-lib-039	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_ER3F_CGG2_018522E1U_L1.fq.gz
CGG_2_18522	CGG_2_18522-lib-040	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_LT4C_CGG2_018522E1U_L2.fq.gz
CGG_2_18522	CGG_2_18522-lib-041	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_LT4C_CGG2_018522E1U_L3.fq.gz
CGG_2_18522	CGG_2_18522-lib-042	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_PELT_CGG2_018522E1_L1.fq.gz
CGG_2_18523	CGG_2_18523-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1A_GCCAAT-AGCTCT_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1A_GCCAAT-AGCTCT_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1B_AGCATG-AGCTCT_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-004	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1B_AGCATG-AGCTCT_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-005	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1C_TGATCC-AGCTCT_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-006	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1C_TGATCC-AGCTCT_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-007	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1D_GATGGA-AGCTCT_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-008	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1D_GATGGA-AGCTCT_L002_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-009	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1D_GATGGA-AGCTCT_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-010	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1D_GATGGA-AGCTCT_L003_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-011	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1E_TAGCTT-CGCTTG_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-012	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1E_TAGCTT-CGCTTG_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-013	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1F_CGTATA-CGCTTG_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-014	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1F_CGTATA-CGCTTG_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-015	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1G_CGCTAT-CGCTTG_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-016	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1G_CGCTAT-CGCTTG_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-017	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1H_GACGAC-CGCTTG_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-018	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1H_GACGAC-CGCTTG_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-019	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-020	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-021	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_003.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-022	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_004.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-023	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_005.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-024	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_006.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-025	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L002_R1_007.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-026	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-027	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-028	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_003.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-029	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_004.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-030	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_005.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-031	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_006.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-032	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L003_R1_007.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-033	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L002_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-034	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L002_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-035	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L002_R1_003.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-036	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L002_R1_004.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-037	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L002_R1_005.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-038	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L003_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-039	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L003_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-040	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L003_R1_003.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-041	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L003_R1_004.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-042	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_7FFP_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L003_R1_005.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-043	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1A_GCCAAT-AGCTCT_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-044	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1B_AGCATG-AGCTCT_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-045	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1C_TGATCC-AGCTCT_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-046	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1D_GATGGA-AGCTCT_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-047	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1E_TAGCTT-CGCTTG_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-048	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1F_CGTATA-CGCTTG_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-049	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1G_CGCTAT-CGCTTG_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-050	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1H_GACGAC-CGCTTG_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-051	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-052	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1I_TTAGGC-TAGCGA_L005_R1_002.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-053	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_VXPF_CGG2_018523_C2_S1J_TGACCA-AGCTCT_L005_R1_001.trim.fq.gz
CGG_2_18523	CGG_2_18523-lib-054	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_ER3F_CGG2_018523E1U_L1.fq.gz
CGG_2_18523	CGG_2_18523-lib-055	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_LT4C_CGG2_018523E1U_L2.fq.gz
CGG_2_18523	CGG_2_18523-lib-056	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_LT4C_CGG2_018523E1U_L3.fq.gz
CGG_2_18523	CGG_2_18523-lib-057	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_PELT_CGG2_018523E1_L1.fq.gz
CGG_2_18530	CGG_2_18530-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_7DHN_CGG2_018530E1_L1.fq.gz
CGG_2_18530	CGG_2_18530-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_CL4R_CGG2_018530E1_L1.fq.gz
CGG_2_18530	CGG_2_18530-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_YVCV_CGG2_018530E1_L1.fq.gz
