sampleId	accession	fq
CGG_2_19739	CGG_2_19739-lib-035	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_7C3X_CGG2_019739E1_L1.fq.gz
CGG_2_19743	CGG_2_19743-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1A_GCCAAT-GCGATC_L001_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1B_CACGAA-AGCTCT_L001_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1B_CACGAA-AGCTCT_L001_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-004	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1B_CACGAA-AGCTCT_L001_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-005	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1C_TAGATG-GACGTA_L001_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-006	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1C_TAGATG-GACGTA_L001_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-007	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1C_TAGATG-GACGTA_L001_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-008	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1D_TGCAGG-ATGACG_L001_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-009	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1D_TGCAGG-ATGACG_L001_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-010	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1D_TGCAGG-ATGACG_L001_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-011	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1D_TGCAGG-ATGACG_L001_R1_004.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-012	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019743C1D_TGCAGG-ATGACG_L001_R1_005.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-013	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1A_GCCAAT-GCGATC_L006_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-014	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1A_GCCAAT-GCGATC_L006_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-015	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1B_CACGAA-AGCTCT_L006_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-016	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1B_CACGAA-AGCTCT_L006_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-017	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1B_CACGAA-AGCTCT_L006_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-018	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1B_CACGAA-AGCTCT_L006_R1_004.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-019	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1B_CACGAA-AGCTCT_L006_R1_005.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-020	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1C_TAGATG-GACGTA_L006_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-021	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1C_TAGATG-GACGTA_L006_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-022	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1C_TAGATG-GACGTA_L006_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-023	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1C_TAGATG-GACGTA_L006_R1_004.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-024	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_001.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-025	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_002.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-026	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_003.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-027	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_004.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-028	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_005.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-029	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_006.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-030	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_007.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-031	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019743C1_S1D_TGCAGG-ATGACG_L006_R1_008.trim.fq.gz
CGG_2_19743	CGG_2_19743-lib-032	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_7C3X_CGG2_019743E1_L1.fq.gz
CGG_2_19744	CGG_2_19744-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1A_CAGATC-AGAGCT_L001_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1A_CAGATC-AGAGCT_L001_R1_002.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1A_CAGATC-AGAGCT_L001_R1_003.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-004	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1B_GAGATA-TAGCGA_L001_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-005	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1B_GAGATA-TAGCGA_L001_R1_002.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-006	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1B_GAGATA-TAGCGA_L001_R1_003.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-007	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1B_GAGATA-TAGCGA_L001_R1_004.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-008	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1B_GAGATA-TAGCGA_L001_R1_005.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-009	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1C_ATCACG-CTCGAT_L001_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-010	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_XSRC_CGG_2_019744C1D_CGATGT-TCTAGC_L001_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-011	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1A_CAGATC-AGAGCT_L006_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-012	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1A_CAGATC-AGAGCT_L006_R1_002.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-013	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1A_CAGATC-AGAGCT_L006_R1_003.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-014	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1A_CAGATC-AGAGCT_L006_R1_004.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-015	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1A_CAGATC-AGAGCT_L006_R1_005.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-016	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-017	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_002.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-018	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_003.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-019	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_004.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-020	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_005.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-021	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_006.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-022	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_007.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-023	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_008.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-024	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_009.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-025	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1B_GAGATA-TAGCGA_L006_R1_010.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-026	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1C_ATCACG-CTCGAT_L006_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-027	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1D_CGATGT-TCTAGC_L006_R1_001.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-028	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_YPX4_CGG_2_019744C1_S1D_CGATGT-TCTAGC_L006_R1_002.trim.fq.gz
CGG_2_19744	CGG_2_19744-lib-029	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_7C3X_CGG2_019744E1_L1.fq.gz
CGG_2_19880	CGG_2_19880-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_MFQF_CGG2_019880E1_L1.collapsed.pe.trim.fq.gz
CGG_2_19898	CGG_2_19898-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_3LSX_CGG2_019898E1R_L1.collapsed.pe.trim.fq.gz
CGG_2_19898	CGG_2_19898-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_3LSX_CGG2_019898E1_L1.collapsed.pe.trim.fq.gz
CGG_2_19898	CGG_2_19898-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_E4DV_CGG2_019898E1_L1.fq.gz
CGG_2_19911	CGG_2_19911-lib-001	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1A_CTTGTA-GACGTA_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-002	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1A_CTTGTA-GACGTA_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-003	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1A_CTTGTA-GACGTA_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-004	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1A_CTTGTA-GACGTA_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-005	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1B_TGATCG-ATGACG_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-006	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1B_TGATCG-ATGACG_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-007	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1B_TGATCG-ATGACG_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-008	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1B_TGATCG-ATGACG_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-009	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1C_GCAACG-GACTTC_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-010	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1C_GCAACG-GACTTC_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-011	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1C_GCAACG-GACTTC_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-012	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1D_TTAGGC-AGCTCT_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-013	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1D_TTAGGC-AGCTCT_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-014	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1D_TTAGGC-AGCTCT_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-015	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1D_TTAGGC-AGCTCT_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-016	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1E_ACTTGA-CGTCAG_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-017	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1E_ACTTGA-CGTCAG_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-018	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1E_ACTTGA-CGTCAG_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-019	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-020	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-021	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-022	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-023	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_005.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-024	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_006.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-025	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1F_GACACT-GACGTA_L008_R1_007.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-026	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1G_CGACCT-ATGACG_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-027	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1G_CGACCT-ATGACG_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-028	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1G_CGACCT-ATGACG_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-029	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1H_GGCTAC-CTCGAT_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-030	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1H_GGCTAC-CTCGAT_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-031	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1H_GGCTAC-CTCGAT_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-032	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1I_CATCGT-GCGATC_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-033	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1I_CATCGT-GCGATC_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-034	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1I_CATCGT-GCGATC_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-035	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1I_CATCGT-GCGATC_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-036	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-037	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-038	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-039	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-040	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_005.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-041	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_006.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-042	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_007.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-043	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1J_TTGAAC-AGAGCT_L008_R1_008.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-044	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-045	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-046	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-047	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-048	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_005.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-049	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_006.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-050	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_007.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-051	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_008.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-052	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1K_GCCAAT-TCTCTA_L008_R1_009.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-053	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_001.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-054	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_002.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-055	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_003.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-056	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_004.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-057	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_005.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-058	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_006.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-059	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_007.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-060	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_008.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-061	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_009.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-062	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_010.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-063	/willerslev/datasets/WABI_pipeline/fqs/SEA2_data/ESW_QP7P_CGG2_019911_C1_S1L_AGCATG-TCTAGC_L008_R1_011.trim.fq.gz
CGG_2_19911	CGG_2_19911-lib-064	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_RVE4_CGG2_019911E1_L1.fq.gz
CGG_2_19911	CGG_2_19911-lib-065	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_RVE4_CGG2_019911E2_L1.fq.gz
CGG_2_19911	CGG_2_19911-lib-066	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_RVE4_CGG2_019911E3_L1.fq.gz
CGG_2_19911	CGG_2_19911-lib-067	/willerslev/datasets/WABI_pipeline/fqs/SouthEastAsia/ESW_VPM4_CGG2_019911E1_L1.fq.gz
